time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,respiration
0,0,0,100,0.0,43.8,52.61701,13.301541,5.346,15,0,,,,,,
1,0,0,103,5.2,45.6,52.616966,13.301501,5.57,15,0,,,,,,
2,0,0,106,10.98,45.8,52.616924,13.301452,5.468,15,0,,,,,,
3,0,0,108,16.72,45.8,52.61688,13.301406,5.72,15,0,,,,,,
4,97,13,114,23.32,46.0,52.61683,13.301357,5.748,15,71,48,,,,,
5,161,74,118,29.29,46.2,52.616783,13.301312,5.944,15,21,61,0.0,24.5,0.0,81.5,27.16
6,203,74,119,35.25,46.0,52.616737,13.301263,6.0,15,26,61,25.5,24.0,79.5,80.5,27.16
7,203,78,119,41.74,45.8,52.616688,13.301214,5.944,15,25,49,25.5,24.5,86.5,82.0,27.16
8,180,77,119,48.41,45.6,52.616634,13.301167,6.149,15,22,52,22.5,23.5,74.5,77.5,27.16
9,152,77,119,55.0,45.6,52.61658,13.3011265,6.046,15,19,50,23.5,22.5,76.5,77.0,27.16
10,0,77,120,61.8,45.4,52.616524,13.301093,6.037,15,0,52,25.0,24.0,78.0,75.5,27.75
11,0,77,120,67.38,45.4,52.616478,13.301066,5.552,15,0,52,25.0,24.0,78.0,75.5,27.75
12,0,0,120,71.77,45.4,52.616436,13.301037,5.02,15,0,,,,,,27.75
13,0,0,121,76.19,45.4,52.616405,13.300991,4.199,15,0,,,,,,27.75
14,0,0,120,80.52,45.4,52.61639,13.300924,4.264,15,0,,,,,,27.75
15,0,0,120,85.05,45.4,52.616398,13.300855,4.591,15,0,,,,,,28.34
16,0,0,120,89.41,45.4,52.616417,13.300801,4.796,15,0,,,,,,28.34
17,22,17,120,93.57,45.4,52.616447,13.300758,5.104,15,12,0,21.5,1.5,89.5,15.5,28.34
18,204,64,120,98.62,45.4,52.616486,13.3007145,5.291,15,30,52,26.5,32.0,90.0,94.5,28.34
19,212,67,121,103.39,45.6,52.61652,13.300668,5.272,15,30,52,25.5,31.0,84.5,91.5,28.34
20,188,69,122,108.73,45.6,52.616554,13.3006115,5.505,15,26,52,25.5,31.0,84.5,91.5,28.34
21,208,72,122,115.01,45.6,52.6166,13.300555,5.776,15,28,48,24.0,28.5,82.0,87.5,28.34
22,241,72,122,121.22,45.4,52.616642,13.300502,5.692,15,32,48,25.5,26.5,87.5,84.0,28.34
23,222,73,123,127.18,45.2,52.616688,13.300453,5.981,15,29,48,29.5,28.0,96.5,89.0,28.34
24,237,75,123,133.22,45.2,52.616734,13.300403,6.13,15,30,53,26.5,33.5,92.0,93.5,28.34
25,247,76,124,139.9,45.0,52.616783,13.300344,6.261,15,31,53,26.5,33.5,92.0,93.5,29.92
26,239,78,124,146.4,45.0,52.61683,13.300289,6.354,15,29,53,23.0,27.0,81.5,89.0,29.92
27,223,80,124,153.07,45.0,52.61688,13.300234,6.177,15,27,50,27.5,26.0,88.5,87.0,29.92
28,219,80,125,159.74,45.2,52.61693,13.300183,6.373,15,26,49,25.5,27.0,87.0,85.0,29.92
29,206,80,125,165.85,45.2,52.616974,13.300129,6.541,15,25,51,25.5,27.0,87.0,85.0,29.92
30,214,81,126,172.44,45.2,52.617023,13.300074,6.494,15,25,52,25.0,27.0,83.5,86.0,30.57
31,213,81,127,179.14,45.2,52.61707,13.300017,6.597,15,25,51,27.5,29.0,91.0,89.0,30.57
32,195,81,127,185.05,45.2,52.61712,13.299967,6.578,15,23,51,26.0,27.5,88.0,89.0,30.57
33,207,83,128,192.11,45.4,52.61717,13.299905,6.597,15,24,49,25.0,27.0,84.5,84.5,30.57
34,173,83,128,199.55,45.4,52.617226,13.299846,6.615,15,20,53,25.5,27.5,86.0,84.5,30.57
35,231,83,128,206.64,45.4,52.61728,13.299791,6.699,15,27,48,25.0,27.5,85.5,84.5,29.83
36,197,84,128,213.62,45.4,52.617332,13.29974,6.774,15,22,54,28.0,26.5,89.5,84.5,29.83
37,195,82,128,220.13,45.4,52.617382,13.299686,6.643,15,23,55,24.5,31.0,82.5,91.0,29.83
38,204,84,128,227.01,45.4,52.61743,13.299632,6.578,15,23,54,24.5,31.0,82.5,91.0,29.83
39,221,82,128,233.61,45.6,52.617474,13.299567,6.55,15,26,51,25.0,28.5,83.5,87.0,29.83
40,211,82,128,240.19,45.6,52.617523,13.299505,6.755,15,25,52,26.0,27.0,87.5,85.5,29.73
41,215,82,128,246.91,45.6,52.617573,13.299447,6.569,15,25,52,25.5,26.5,85.0,87.0,29.73
42,212,81,129,253.66,45.8,52.617622,13.299394,6.653,15,25,54,25.5,29.0,84.5,90.0,29.73
43,255,82,130,260.39,45.8,52.617672,13.299337,6.681,15,30,54,25.0,31.0,83.0,94.0,29.73
44,202,84,130,267.32,45.8,52.61772,13.299276,6.662,15,23,55,25.0,28.0,81.0,91.0,29.73
45,196,84,130,274.0,45.8,52.61777,13.299218,6.69,15,22,52,25.5,27.0,83.5,84.5,30.05
46,196,82,130,280.58,45.8,52.61782,13.299164,6.606,15,23,51,23.5,25.0,82.5,86.5,30.05
47,183,82,130,287.49,46.0,52.61787,13.299107,6.587,15,21,53,23.5,25.0,82.5,86.5,30.05
48,184,81,130,294.19,46.0,52.61792,13.299053,6.55,15,22,53,24.5,27.0,82.0,85.0,30.05
49,282,80,130,300.41,46.0,52.61797,13.299003,6.503,15,34,49,26.5,27.0,86.5,85.0,30.05
50,315,89,130,307.42,46.0,52.61802,13.298949,6.746,15,34,49,23.5,23.5,80.5,86.0,29.88
51,247,89,130,313.96,46.0,52.61807,13.298891,6.905,15,27,45,29.0,23.5,91.0,86.0,29.88
52,247,85,131,320.88,46.0,52.618114,13.298826,7.045,15,28,52,31.0,27.0,93.5,87.5,29.88
53,232,84,131,327.78,46.0,52.618168,13.298767,6.97,15,26,52,31.5,32.0,93.5,95.5,29.88
54,323,77,131,334.47,46.0,52.61822,13.298716,7.11,15,40,46,28.5,39.5,97.0,98.0,29.88
55,262,79,133,341.69,46.2,52.618275,13.298661,7.129,15,32,51,25.5,29.0,88.0,96.0,30.55
56,255,79,133,348.99,46.2,52.61833,13.298598,7.325,15,31,53,25.5,29.0,88.0,96.0,30.55
57,241,80,134,356.18,46.2,52.61838,13.298539,7.315,15,29,51,25.5,28.0,89.0,90.0,30.55
58,240,81,135,363.34,46.2,52.618435,13.298476,7.259,15,28,51,33.0,33.0,94.5,97.0,30.55
59,228,82,135,371.21,46.4,52.61849,13.298406,7.409,15,27,52,25.5,29.0,89.5,93.5,30.55
60,231,83,135,378.42,46.2,52.61854,13.298344,7.427,15,27,52,25.0,28.0,83.5,87.0,30.6
61,223,81,135,385.75,46.2,52.618595,13.29828,7.334,15,26,54,26.0,27.0,83.5,88.5,30.6
62,219,81,136,392.7,46.2,52.618645,13.29822,7.353,15,26,52,27.5,30.5,91.5,93.5,30.6
63,218,83,136,399.74,46.2,52.6187,13.298162,7.147,15,25,50,26.0,28.5,87.0,90.5,30.6
64,215,80,136,407.08,46.2,52.61875,13.2981,7.185,15,26,51,25.5,27.5,87.0,86.5,30.6
65,221,80,136,414.31,46.2,52.618805,13.298036,7.334,15,26,51,25.5,27.5,87.0,86.5,31.82
66,216,81,137,421.69,46.2,52.618862,13.297975,7.147,15,25,53,31.0,30.0,96.0,88.0,31.82
67,214,79,137,429.22,46.2,52.61892,13.297914,7.045,15,26,55,27.5,33.0,90.0,97.0,31.82
68,215,79,137,436.59,46.4,52.618973,13.297851,6.961,15,26,55,26.0,30.5,88.0,92.5,31.82
69,194,78,137,444.11,46.4,52.619026,13.297791,7.185,15,24,52,26.5,30.5,86.5,94.5,31.82
70,205,78,137,451.46,46.4,52.61908,13.2977295,7.11,15,25,52,26.5,29.5,83.0,90.5,32.63
71,174,88,137,458.43,46.4,52.61913,13.297666,6.839,15,19,52,25.5,27.0,79.0,82.5,32.63
72,178,101,137,465.28,46.4,52.61918,13.297607,6.755,15,17,51,23.0,27.0,74.5,79.5,32.63
73,177,96,136,471.85,46.6,52.61923,13.297551,6.718,15,18,50,26.5,29.5,88.0,84.5,32.63
74,194,82,136,478.47,46.6,52.619278,13.297492,6.783,15,23,52,26.5,29.5,88.0,84.5,32.63
75,219,84,136,485.45,46.6,52.619328,13.297434,6.867,15,25,53,26.5,29.5,88.0,84.5,32.77
76,237,86,136,492.6,46.6,52.61938,13.297376,6.867,15,26,56,25.0,27.0,83.5,87.0,32.77
77,214,84,136,499.28,46.6,52.619434,13.297322,7.073,14,24,53,25.0,27.0,82.5,89.5,32.77
78,251,87,137,506.44,46.6,52.619488,13.297273,7.063,15,28,61,23.5,29.0,81.5,91.0,32.77
79,252,86,137,513.35,46.6,52.619545,13.297219,7.063,14,28,49,26.5,29.0,86.0,91.0,32.77
80,338,90,137,520.41,46.6,52.6196,13.297166,7.054,14,36,54,24.5,27.0,86.5,87.5,32.48
81,224,89,138,528.15,46.6,52.619656,13.297101,7.231,14,24,54,29.0,33.0,93.0,91.5,32.48
82,234,90,139,535.58,46.8,52.61971,13.29704,7.25,14,25,49,25.0,30.0,87.0,91.0,32.48
83,278,91,138,543.04,46.8,52.619766,13.296977,7.343,14,29,50,29.0,27.5,90.5,88.5,32.48
84,249,90,137,550.45,46.6,52.61982,13.296915,7.325,14,26,52,29.0,27.5,90.5,88.5,32.48
85,265,92,138,557.96,46.8,52.619877,13.296856,7.334,14,28,52,29.0,33.0,93.0,93.0,32.68
86,229,91,138,565.18,46.8,52.619934,13.296799,7.39,14,24,54,29.5,33.0,93.0,93.0,32.68
87,196,90,138,572.77,46.8,52.619987,13.296735,7.287,14,21,54,30.0,31.0,93.5,92.0,32.68
88,191,90,138,579.93,46.8,52.620037,13.296671,7.213,14,20,54,25.5,29.5,85.5,90.5,32.68
89,240,90,138,586.99,46.8,52.62009,13.296607,7.091,14,25,48,24.5,26.5,84.5,82.0,32.68
90,240,89,139,594.69,46.8,52.620148,13.296545,7.259,14,26,54,27.0,27.5,88.5,89.5,31.63
91,192,88,140,601.95,46.8,52.6202,13.296487,7.222,14,21,58,24.5,31.0,83.5,89.0,31.63
92,230,90,140,609.14,46.8,52.620255,13.296424,7.194,14,24,58,26.0,28.0,86.5,91.0,31.63
93,216,88,140,616.5,47.0,52.620304,13.296358,7.017,14,23,51,26.0,28.0,86.5,91.0,31.63
94,294,89,140,623.51,47.0,52.620358,13.296296,7.222,14,32,52,28.5,32.0,92.5,92.5,31.63
95,258,94,140,630.67,47.0,52.620407,13.296233,7.334,14,26,54,29.0,27.5,94.0,94.0,31.71
96,231,78,140,637.9,47.0,52.620464,13.296174,7.297,14,28,56,28.0,33.5,91.0,96.0,31.71
97,209,83,141,645.48,47.0,52.62052,13.296112,7.39,14,24,58,25.0,31.0,85.0,94.0,31.71
98,43,65,141,652.64,47.0,52.620575,13.296058,7.175,14,6,58,26.0,27.5,78.5,86.5,31.71
99,11,53,141,659.08,47.0,52.620625,13.295997,6.765,14,2,76,7.0,26.0,21.0,74.5,31.71
100,0,53,141,665.19,47.0,52.62066,13.295925,6.429,14,0,100,0.0,16.5,0.0,51.0,30.2
101,0,53,141,671.26,47.0,52.620678,13.295836,6.233,14,0,100,0.0,16.5,0.0,51.0,30.2
102,0,0,142,677.03,47.0,52.62067,13.295747,6.289,14,0,,,,,,30.2
103,0,0,141,682.79,47.0,52.620647,13.295672,5.804,14,0,,,,,,30.2
104,0,0,142,688.03,47.2,52.620613,13.295615,5.393,14,0,,,,,,30.2
105,0,0,142,692.94,47.2,52.620586,13.295558,5.151,14,0,,,,,,30.37
106,12,9,141,698.15,47.0,52.62056,13.295494,5.011,14,13,100,0.0,0.0,0.0,0.0,30.37
107,0,9,140,703.19,47.2,52.620533,13.295435,4.656,14,0,100,0.0,0.0,0.0,0.0,30.37
108,0,9,139,708.14,46.8,52.620506,13.295377,4.441,14,0,100,0.0,0.0,0.0,0.0,30.37
109,0,0,139,712.2,46.6,52.620483,13.295329,4.143,14,0,,,,,,30.37
110,0,0,138,715.97,46.6,52.620464,13.295281,3.844,14,0,,,,,,30.48
111,11,27,138,719.49,46.6,52.62045,13.2952385,3.471,14,4,100,0.0,0.0,0.0,0.0,30.48
112,80,27,138,722.87,46.4,52.62043,13.2951975,3.368,14,28,100,0.0,0.0,0.0,0.0,30.48
113,80,27,137,726.65,46.4,52.62041,13.295152,3.723,14,28,100,,,,,30.48
114,80,75,137,730.83,46.2,52.620388,13.295098,4.208,14,10,56,20.5,17.5,72.5,59.0,30.48
115,159,63,136,735.3,46.2,52.620365,13.295046,4.273,14,24,57,29.5,29.5,90.0,91.0,32.52
116,255,55,136,740.74,46.2,52.62034,13.29498,4.992,14,44,57,25.0,29.0,86.5,89.5,32.52
117,300,66,136,746.12,46.2,52.620308,13.294916,5.365,14,43,50,22.5,24.5,83.5,89.5,32.52
118,279,66,136,752.36,46.0,52.62027,13.294854,6.018,14,40,57,25.0,20.5,82.5,81.5,32.52
119,279,78,136,758.45,46.0,52.620228,13.294795,6.224,14,34,51,23.0,23.0,82.5,81.5,32.52
120,222,80,136,764.29,45.8,52.620197,13.294723,6.326,14,26,50,23.0,23.0,82.5,81.5,32.52
121,204,80,136,771.06,45.8,52.620155,13.294651,6.503,14,24,55,23.0,23.5,83.0,81.5,32.7
122,228,87,136,778.0,45.8,52.62011,13.29458,6.662,14,25,52,22.0,25.0,78.0,84.5,32.7
123,194,83,136,785.15,45.6,52.620064,13.294506,6.914,14,22,53,29.0,25.5,90.0,82.0,32.7
124,205,86,135,792.06,45.6,52.620018,13.2944355,7.007,14,23,56,29.0,30.5,92.0,88.5,32.7
125,196,86,135,799.29,45.6,52.619972,13.294361,6.886,14,22,56,23.5,32.5,80.5,91.5,33.22
126,221,86,133,806.11,45.6,52.61993,13.294289,6.821,14,25,53,24.5,27.5,85.0,86.5,33.22
127,221,85,133,813.28,45.6,52.619884,13.294215,6.802,14,25,52,24.5,26.0,83.0,83.0,33.22
128,196,82,132,819.64,45.6,52.619843,13.294147,6.634,14,23,53,27.0,27.5,86.0,91.5,33.22
129,220,85,132,826.72,45.6,52.619797,13.294074,6.718,14,25,55,27.0,27.5,86.0,91.5,33.22
130,193,85,132,833.73,45.6,52.619755,13.293998,6.634,14,22,53,27.0,30.5,90.5,91.0,33.96
131,201,83,132,840.47,45.6,52.619717,13.293927,6.485,14,23,53,23.5,28.5,80.5,87.5,33.96
132,246,84,133,847.13,45.8,52.619675,13.293856,6.653,14,28,49,25.0,27.0,84.0,84.5,33.96
133,220,82,133,853.6,45.8,52.619637,13.293788,6.485,13,26,49,27.0,27.0,89.0,86.0,33.96
134,203,83,133,859.96,45.8,52.619595,13.293721,6.727,13,23,52,25.5,28.0,87.5,89.5,33.96
135,212,83,134,866.21,45.8,52.619556,13.293652,6.597,13,24,55,26.5,29.5,88.5,88.5,33.66
136,212,83,134,872.37,46.0,52.619514,13.293586,6.466,13,24,57,25.5,30.5,84.5,93.0,33.66
137,215,82,133,879.02,46.0,52.61947,13.293516,6.615,13,25,57,27.5,26.0,86.5,89.5,33.66
138,214,82,133,886.14,46.0,52.619423,13.293444,6.55,13,25,52,27.5,26.0,86.5,89.5,33.66
139,217,82,133,893.22,46.2,52.619377,13.293372,6.587,13,25,53,26.0,29.0,86.5,89.0,33.66
140,203,82,133,900.25,46.2,52.619335,13.293299,6.662,13,24,51,26.0,28.0,86.5,86.5,33.07
141,203,82,133,907.03,46.2,52.619293,13.293225,6.448,13,24,59,25.0,28.0,81.5,86.0,33.07
142,250,82,133,913.88,46.4,52.61926,13.293148,6.457,13,29,46,25.0,25.0,84.0,85.5,33.07
143,324,77,134,920.32,46.4,52.619225,13.293066,6.914,13,40,46,22.0,25.5,82.5,86.5,33.07
144,237,85,135,926.96,46.4,52.6192,13.292977,6.541,13,27,52,28.0,21.0,75.5,79.0,33.07
145,216,83,136,932.97,46.4,52.619183,13.292892,6.438,13,25,49,22.5,27.0,79.0,85.5,33.07
146,223,82,137,939.58,46.6,52.619164,13.292798,6.55,13,26,56,25.5,26.5,86.5,83.0,33.07
147,256,83,138,946.26,47.2,52.61915,13.292704,6.345,13,29,56,25.5,26.5,86.5,83.0,33.07
148,256,81,138,952.56,47.6,52.619133,13.292613,6.326,13,30,53,25.5,26.5,86.5,83.0,33.07
149,246,82,139,959.28,47.8,52.61911,13.292519,6.569,13,29,48,27.0,29.0,91.0,92.5,33.07
150,275,84,139,966.14,47.6,52.61909,13.292421,6.709,13,31,49,24.5,28.5,88.5,91.0,31.49
151,327,85,140,973.14,47.6,52.61908,13.292321,6.569,13,37,55,27.5,29.0,90.0,91.0,31.49
152,301,83,140,980.13,47.4,52.619076,13.292217,6.774,13,35,50,27.0,27.0,88.0,91.0,31.49
153,282,83,141,986.92,47.4,52.619072,13.292116,6.69,13,32,50,25.5,29.0,88.5,93.0,31.49
154,363,83,141,993.88,47.6,52.61907,13.292016,6.541,13,42,50,26.0,28.0,91.5,96.5,31.49
155,277,82,143,1000.34,47.8,52.619076,13.291919,6.671,13,32,55,28.0,29.5,90.5,96.5,30.44
156,214,82,144,1007.22,47.8,52.619087,13.291821,6.783,13,25,54,28.0,29.5,90.5,96.5,30.44
157,201,86,144,1013.96,48.0,52.619095,13.291721,6.923,13,22,53,27.0,34.0,91.5,96.5,30.44
158,30,86,144,1021.12,48.0,52.619106,13.291617,7.073,13,3,54,27.0,29.5,85.0,90.0,30.44
159,30,86,144,1027.63,47.8,52.619102,13.291518,6.923,13,3,54,27.0,29.5,85.0,90.0,30.44
160,32,24,144,1035.04,47.8,52.61911,13.291409,7.11,13,13,54,23.0,27.0,85.5,84.0,30.92
161,157,92,144,1042.85,47.6,52.619118,13.291295,7.297,13,16,54,26.5,27.0,87.5,84.0,30.92
162,227,92,145,1050.44,47.4,52.619125,13.291184,7.343,13,24,43,26.0,0.0,87.5,0.0,30.92
163,260,101,145,1057.91,47.2,52.61913,13.291074,7.605,13,25,49,29.0,29.5,91.5,89.0,30.92
164,242,83,144,1065.82,47.0,52.61913,13.290957,7.819,13,28,49,29.0,29.5,91.5,89.0,30.92
165,297,89,145,1073.84,46.8,52.619125,13.290839,8.034,13,32,53,29.0,29.5,91.5,89.0,32.82
166,253,90,145,1081.87,46.8,52.61912,13.29072,8.164,13,27,51,27.5,30.5,92.0,93.5,32.82
167,249,89,146,1089.95,46.6,52.61912,13.2906,8.052,13,27,53,27.0,29.5,91.5,91.0,32.82
168,243,90,146,1098.16,46.6,52.61912,13.29048,7.884,13,26,54,29.0,32.0,92.5,95.0,32.82
169,242,90,147,1106.51,46.6,52.61912,13.290358,8.052,13,26,51,27.5,31.5,88.5,89.5,32.82
170,206,88,148,1114.49,46.6,52.61912,13.29024,8.015,13,22,51,25.5,25.5,85.5,84.0,32.11
171,174,87,148,1122.4,46.4,52.619125,13.290122,8.136,13,19,49,27.5,25.5,86.0,80.5,32.11
172,211,94,148,1130.93,46.4,52.619137,13.289997,8.491,13,21,52,29.5,29.0,93.0,87.0,32.11
173,176,94,148,1139.4,46.2,52.619144,13.289872,8.472,13,18,51,29.0,33.0,93.0,92.0,32.11
174,176,96,148,1148.1,45.8,52.619156,13.289745,8.528,12,18,47,29.0,33.0,93.0,92.0,32.11
175,0,96,148,1156.2,45.6,52.619167,13.289624,8.239,12,0,53,25.0,27.0,80.0,81.5,32.83
176,0,96,147,1164.47,45.4,52.61917,13.289503,7.828,12,0,53,25.0,27.0,80.0,81.5,32.83
177,0,0,148,1172.3,45.4,52.619175,13.289389,7.39,12,0,,,,,,32.83
178,8,17,148,1179.36,45.2,52.619164,13.289283,7.063,12,4,,0.0,0.0,0.0,0.0,32.83
179,0,17,148,1186.13,45.2,52.61915,13.289183,6.168,12,0,20,0.0,0.0,0.0,0.0,32.83
180,0,17,147,1191.58,45.2,52.61915,13.289102,4.227,12,0,20,0.0,0.0,0.0,0.0,33.69
181,0,0,147,1195.98,45.2,52.61916,13.289033,3.471,12,0,,,,,,33.69
182,0,0,146,1197.85,45.0,52.619183,13.28901,2.837,12,0,,,,,,33.69
183,12,11,146,1201.1,45.0,52.619213,13.289027,3.443,12,10,,13.0,0.0,91.5,2.0,33.69
184,254,11,145,1204.05,45.0,52.61923,13.289062,3.135,12,221,0,13.0,0.0,91.5,2.0,33.69
185,254,52,146,1207.84,45.0,52.61926,13.289095,3.574,12,47,56,25.5,25.0,93.0,95.0,35.06
186,354,61,145,1212.47,45.0,52.61929,13.289138,3.62,12,55,48,28.0,32.5,89.5,96.0,35.06
187,477,76,145,1216.79,44.8,52.619324,13.289168,4.18,12,60,54,25.0,27.5,96.0,96.5,35.06
188,427,79,145,1221.98,44.8,52.619366,13.289203,4.843,12,52,50,25.0,26.0,89.5,95.5,35.06
189,407,75,146,1227.49,44.8,52.619408,13.289238,4.833,12,52,50,22.5,23.5,88.0,91.5,35.06
190,493,80,148,1232.46,45.0,52.61945,13.289258,4.889,12,59,49,27.5,25.0,92.5,93.5,35.97
191,427,81,148,1237.41,45.2,52.61949,13.289272,5.113,12,50,52,27.0,27.5,97.5,96.5,35.97
192,357,82,150,1242.78,45.6,52.619537,13.289285,5.356,12,42,52,27.5,29.5,96.0,98.5,35.97
193,309,81,151,1247.08,45.8,52.61958,13.289293,5.141,12,36,54,27.5,29.5,96.0,98.5,35.97
194,337,86,152,1252.09,46.0,52.619625,13.289305,5.039,12,37,49,27.5,29.5,96.0,98.5,35.97
195,348,90,153,1257.17,46.0,52.619675,13.289316,4.973,12,37,58,28.5,31.5,95.5,96.5,35.79
196,327,91,154,1263.12,46.0,52.619728,13.289327,5.496,12,34,51,29.0,33.0,95.5,98.0,35.79
197,338,90,154,1269.13,46.0,52.619785,13.28932,5.263,12,36,50,28.0,36.0,99.0,98.5,35.79
198,308,84,156,1275.87,46.0,52.619843,13.289309,5.477,12,35,51,27.5,34.0,94.5,98.0,35.79
199,340,88,156,1281.45,46.2,52.61989,13.289296,4.945,12,37,50,28.0,31.5,94.0,97.5,35.79
200,352,83,157,1286.79,46.6,52.619938,13.28928,4.945,12,40,49,26.5,30.0,95.5,95.5,35.28
201,376,81,157,1293.07,46.8,52.61999,13.289272,5.113,12,44,52,27.5,31.5,93.5,98.0,35.28
202,420,78,157,1298.08,47.2,52.620037,13.289267,4.553,12,51,47,27.5,31.5,93.5,98.0,35.28
203,436,75,158,1303.38,47.4,52.620083,13.289257,4.441,12,56,54,23.5,31.0,90.5,97.0,35.28
204,292,85,158,1308.74,47.6,52.620132,13.289258,4.973,12,33,54,25.0,26.0,87.0,94.5,35.28
205,205,79,158,1314.97,47.8,52.620193,13.28926,6.112,12,25,55,27.5,28.0,91.5,91.5,36.9
206,245,93,159,1321.99,47.8,52.620255,13.289274,6.41,12,25,55,27.0,33.0,89.5,94.5,36.9
207,278,97,159,1328.83,47.8,52.620316,13.28931,6.877,12,27,47,27.5,30.0,88.0,91.5,36.9
208,263,99,160,1336.46,47.6,52.620373,13.2893715,7.129,12,25,49,29.5,29.0,93.5,91.5,36.9
209,376,100,160,1344.12,47.0,52.620426,13.289442,7.343,12,36,47,21.0,22.0,77.5,70.5,36.9
210,364,92,161,1351.63,47.0,52.620476,13.289517,7.175,12,38,47,27.0,27.5,89.5,87.5,38.38
211,299,90,162,1358.97,46.8,52.62052,13.2895975,6.951,12,32,52,27.0,27.5,89.5,87.5,38.38
212,295,93,162,1367.23,46.6,52.620586,13.2896595,6.914,12,30,51,24.5,32.5,91.0,96.5,38.38
213,307,99,163,1374.24,46.6,52.620647,13.2897005,6.485,12,30,50,24.5,29.0,89.5,92.5,38.38
214,297,98,163,1381.48,46.6,52.62071,13.289737,6.485,12,29,48,31.0,31.0,95.0,93.5,38.38
215,321,98,164,1389.72,46.6,52.62077,13.289797,6.877,12,31,49,31.0,31.0,95.0,93.5,39.37
216,335,93,164,1397.07,46.4,52.62082,13.289876,7.25,12,34,49,28.0,33.5,92.0,95.0,39.37
217,290,89,165,1404.81,46.4,52.620872,13.289952,6.643,12,31,53,29.0,32.0,94.0,96.0,39.37
218,364,89,165,1412.19,46.4,52.620926,13.290019,6.345,12,39,56,27.5,32.0,92.5,97.5,39.37
219,295,97,166,1420.26,46.4,52.620987,13.290067,5.832,12,29,53,30.5,35.5,90.5,95.0,39.37
220,374,94,166,1426.44,46.6,52.62104,13.290094,4.983,12,38,42,30.5,35.5,90.5,95.0,40.81
221,406,80,167,1432.09,46.8,52.621086,13.290127,4.927,12,48,42,31.0,40.5,92.5,99.0,40.81
222,384,79,167,1437.6,47.2,52.62113,13.290155,4.432,12,46,50,20.5,25.0,83.0,90.5,40.81
223,313,77,166,1442.32,47.6,52.621174,13.290179,4.413,12,39,53,31.5,25.0,93.0,89.5,40.81
224,318,77,167,1447.82,48.0,52.621227,13.290181,4.908,12,39,50,29.0,28.0,96.0,98.5,40.81
225,332,77,167,1452.97,48.2,52.621273,13.290163,4.88,12,41,53,25.0,30.5,95.0,97.5,39.41
226,332,76,167,1457.59,48.4,52.621304,13.290121,4.469,12,42,53,28.0,33.0,95.0,98.5,39.41
227,160,76,167,1461.66,48.8,52.62133,13.290076,4.264,12,20,53,25.0,32.0,95.5,97.5,39.41
228,160,45,166,1466.17,49.0,52.621357,13.29002,4.339,12,34,50,25.0,32.0,95.5,97.5,39.41
229,333,45,166,1471.36,49.2,52.621384,13.289958,4.348,12,71,50,25.0,32.0,95.5,97.5,39.41
230,333,82,167,1476.58,49.6,52.621407,13.289893,4.759,12,39,52,24.5,24.0,87.0,88.5,38.87
231,271,94,167,1481.86,49.8,52.62142,13.289822,4.805,12,28,53,29.5,28.0,95.5,93.5,38.87
232,237,79,167,1487.1,49.8,52.621433,13.289746,5.225,11,29,54,31.5,33.0,96.0,98.0,38.87
233,249,87,167,1492.46,49.8,52.621445,13.289671,5.272,11,27,54,27.5,31.0,93.0,96.5,38.87
234,196,81,167,1498.04,50.0,52.621452,13.289586,5.99,11,23,54,26.0,29.0,87.0,94.5,38.87
235,271,97,166,1504.84,49.8,52.62146,13.289488,6.326,11,27,55,26.5,28.5,87.0,93.5,39.69
236,260,97,166,1511.42,49.8,52.621464,13.289392,6.513,11,26,45,31.5,36.5,97.0,93.5,39.69
237,260,82,166,1517.76,49.8,52.621464,13.289296,6.615,11,30,52,31.5,36.5,97.0,93.5,39.69
238,273,86,166,1524.74,49.8,52.62146,13.289192,6.793,11,30,55,31.5,36.5,97.0,93.5,39.69
239,273,87,166,1531.99,49.6,52.62146,13.289087,6.746,11,30,55,28.0,34.5,92.5,99.0,39.69
240,276,87,166,1538.61,49.6,52.621456,13.288987,6.718,11,30,54,29.0,34.0,93.5,98.5,40.24
241,283,86,165,1545.58,49.6,52.621456,13.288885,6.438,11,31,54,26.0,31.5,87.5,94.5,40.24
242,334,82,165,1552.52,49.6,52.621452,13.288783,6.569,11,39,54,27.0,33.0,91.5,98.5,40.24
243,331,85,165,1559.57,49.8,52.62145,13.288679,6.597,11,37,54,23.5,24.0,81.5,89.5,40.24
244,269,78,165,1566.14,50.2,52.62145,13.288584,6.233,11,33,55,25.0,28.0,88.0,91.0,40.24
245,359,78,165,1572.34,50.2,52.621445,13.288493,5.794,11,44,55,27.5,30.5,95.0,92.5,40.6
246,322,78,165,1577.95,50.4,52.62144,13.288407,5.692,11,39,48,25.0,30.0,90.0,97.0,40.6
247,322,93,165,1584.04,50.6,52.62144,13.288319,5.449,11,33,51,25.0,30.0,90.0,97.0,40.6
248,280,89,165,1589.22,50.6,52.621445,13.288243,4.815,11,30,56,29.5,33.5,97.0,98.5,40.6
249,353,82,165,1593.98,50.8,52.62145,13.28817,4.703,11,41,50,26.5,34.0,92.0,98.5,40.6
250,485,88,165,1599.31,51.2,52.621445,13.288095,4.376,11,53,50,18.5,26.0,81.5,92.5,40.85
